,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1650964,1650964,1528102942,e,1,tcp,1,192.168.100.147,57424,192.168.100.3,80,10,1570,RST,1,1528102963,658,20.863777,2.70E-05,4.70E-05,0.000109,0,0.000109,6,4,804,766,0.43137,0.23965,0.252251,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.4793,0.610393,976,457,1,1,1
1650965,1650965,1528102949,e,1,tcp,1,192.168.100.149,42142,192.168.100.3,80,10,1507,RST,1,1528102963,736,14.027205,0.008157,0.011536,0.024471,0,0.024471,6,4,741,766,0.64161,0.35645,0.589779,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.7129,0.610393,976,519,1,1,1
1650966,1650966,1528102942,e,1,tcp,1,192.168.100.147,57426,192.168.100.3,80,10,1544,RST,1,1528102963,659,20.863316,3.00E-05,5.20E-05,0.000121,0,0.000121,6,4,778,766,0.431379,0.239655,0.252261,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.47931,0.610393,976,457,1,1,1
1650967,1650967,1528102942,e,1,tcp,1,192.168.100.147,57428,192.168.100.3,80,10,1527,RST,1,1528102963,660,20.862883,2.90E-05,5.10E-05,0.000117,0,0.000117,6,4,761,766,0.431388,0.23966,0.25227,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.47932,0.610393,976,457,1,1,1
1650968,1650968,1528102949,e,1,tcp,1,192.168.100.149,42144,192.168.100.3,80,10,1659,RST,1,1528102963,737,14.026861,0.008087,0.011437,0.024262,0,0.024262,6,4,893,766,0.641626,0.356459,0.58935,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.712918,0.610393,976,519,1,1,1
1650969,1650969,1528102942,e,1,tcp,1,192.168.100.147,57430,192.168.100.3,80,10,1626,RST,1,1528102963,661,20.862389,3.00E-05,5.20E-05,0.000119,0,0.000119,6,4,860,766,0.431398,0.239666,0.252281,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479331,0.610393,976,457,1,1,1
1650970,1650970,1528102942,e,1,tcp,1,192.168.100.147,57432,192.168.100.3,80,10,1608,RST,1,1528102963,662,20.86191,2.80E-05,4.80E-05,0.000112,0,0.000112,6,4,842,766,0.431408,0.239671,0.252292,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479342,0.610393,976,457,1,1,1
1650971,1650971,1528102949,e,1,tcp,1,192.168.100.149,42146,192.168.100.3,80,10,1548,RST,1,1528102963,738,14.026545,0.008032,0.011359,0.024096,0,0.024096,6,4,782,766,0.641641,0.356467,0.589862,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.712934,0.610393,976,519,1,1,1
1650972,1650972,1528102942,e,1,tcp,1,192.168.100.147,57434,192.168.100.3,80,10,1536,RST,1,1528102963,663,20.861473,3.00E-05,5.10E-05,0.000118,0,0.000118,6,4,770,766,0.431417,0.239676,0.252303,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479353,0.610393,976,457,1,1,1
1650973,1650973,1528102949,e,1,tcp,1,192.168.100.149,42148,192.168.100.3,80,10,1503,RST,1,1528102963,739,14.02626,0.007992,0.011302,0.023975,0,0.023975,6,4,737,766,0.641654,0.356474,0.589898,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.712948,0.610393,976,519,1,1,1
1650974,1650974,1528102942,e,1,tcp,1,192.168.100.147,57436,192.168.100.3,80,10,1734,RST,1,1528102963,664,20.860853,2.30E-05,3.90E-05,9.00E-05,0,9.00E-05,6,4,968,766,0.43143,0.239683,0.252315,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479367,0.610393,976,457,1,1,1
1650975,1650975,1528102942,e,1,tcp,1,192.168.100.147,57438,192.168.100.3,80,10,1548,RST,1,1528102963,665,20.860598,2.30E-05,3.90E-05,9.10E-05,0,9.10E-05,6,4,782,766,0.431435,0.239686,0.25232,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479373,0.610393,976,457,1,1,1
1650976,1650976,1528102949,e,1,tcp,1,192.168.100.149,42150,192.168.100.3,80,10,1490,RST,1,1528102963,740,14.025975,0.007961,0.011259,0.023883,0,0.023883,6,4,724,766,0.641667,0.356481,0.589459,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.712963,0.610393,976,519,1,1,1
1650977,1650977,1528102942,e,1,tcp,1,192.168.100.147,57442,192.168.100.3,80,10,1611,RST,1,1528102963,667,20.859892,2.40E-05,4.10E-05,9.50E-05,0,9.50E-05,6,4,845,766,0.43145,0.239694,0.252336,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479389,0.610393,976,457,1,1,1
1650978,1650978,1528102942,e,1,tcp,1,192.168.100.147,57440,192.168.100.3,80,10,1680,RST,1,1528102963,666,20.860214,2.20E-05,3.70E-05,8.60E-05,0,8.60E-05,6,4,914,766,0.431443,0.239691,0.252329,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479381,0.610393,976,457,1,1,1
1650979,1650979,1528102949,e,1,tcp,1,192.168.100.149,42152,192.168.100.3,80,10,1657,RST,1,1528102963,741,14.025602,0.008902,0.012589,0.026706,0,0.026706,6,4,891,766,0.641684,0.356491,0.589505,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.712982,0.610393,976,519,1,1,1
1650980,1650980,1528102942,e,1,tcp,1,192.168.100.147,57444,192.168.100.3,80,10,1632,RST,1,1528102963,668,20.859568,2.30E-05,3.90E-05,9.00E-05,0,9.00E-05,6,4,866,766,0.431457,0.239698,0.252343,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479396,0.610393,976,457,1,1,1
1650981,1650981,1528102942,e,1,tcp,1,192.168.100.147,57446,192.168.100.3,80,10,1609,RST,1,1528102963,669,20.859234,2.20E-05,3.80E-05,8.80E-05,0,8.80E-05,6,4,843,766,0.431464,0.239702,0.252351,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.479404,0.610393,976,457,1,1,1
1650982,1650982,1528102942,e,1,tcp,1,192.168.100.147,57448,192.168.100.3,80,10,1448,RST,1,1528102963,670,20.858988,2.20E-05,3.80E-05,8.70E-05,0,8.70E-05,6,4,682,766,0.431469,0.239705,0.25168,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.47941,0.610393,976,457,1,1,1
1650983,1650983,1528102949,e,1,tcp,1,192.168.100.149,42154,192.168.100.3,80,10,1658,RST,1,1528102963,742,14.025193,0.008811,0.012461,0.026434,0,0.026434,6,4,892,766,0.641702,0.356501,0.59003,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713003,0.610393,976,519,1,1,1
1650984,1650984,1528102949,e,1,tcp,1,192.168.100.149,42156,192.168.100.3,80,10,1575,RST,1,1528102963,743,14.024946,0.008774,0.012408,0.026321,0,0.026321,6,4,809,766,0.641714,0.356508,0.589586,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713015,0.610393,976,519,1,1,1
1650985,1650985,1528102949,e,1,tcp,1,192.168.100.149,42158,192.168.100.3,80,10,1509,RST,1,1528102963,744,14.024712,0.008763,0.012393,0.026289,0,0.026289,6,4,743,766,0.641724,0.356514,0.589617,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713027,0.610393,976,519,1,1,1
1650986,1650986,1528102949,e,1,tcp,1,192.168.100.149,42160,192.168.100.3,80,10,1557,RST,1,1528102963,745,14.024382,0.008752,0.012377,0.026255,0,0.026255,6,4,791,766,0.64174,0.356522,0.590132,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713044,0.610393,976,519,1,1,1
1650987,1650987,1528102949,e,1,tcp,1,192.168.100.149,42162,192.168.100.3,80,10,1608,RST,1,1528102963,746,14.024064,0.008651,0.012234,0.025953,0,0.025953,6,4,842,766,0.641754,0.35653,0.589697,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.71306,0.610393,976,519,1,1,1
1650988,1650988,1528102949,e,1,tcp,1,192.168.100.149,42164,192.168.100.3,80,10,1637,RST,1,1528102963,747,14.023753,0.008602,0.012165,0.025806,0,0.025806,6,4,871,766,0.641768,0.356538,0.589737,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713076,0.610393,976,519,1,1,1
1650989,1650989,1528102949,e,1,tcp,1,192.168.100.149,42166,192.168.100.3,80,10,1501,RST,1,1528102963,748,14.023476,0.00855,0.012092,0.02565,0,0.02565,6,4,735,766,0.641781,0.356545,0.590245,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.71309,0.610393,976,519,1,1,1
1650990,1650990,1528102949,e,1,tcp,1,192.168.100.149,42168,192.168.100.3,80,10,1447,RST,1,1528102963,749,14.02325,0.008535,0.012071,0.025606,0,0.025606,6,4,681,766,0.641791,0.356551,0.589799,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713101,0.610393,976,519,1,1,1
1650991,1650991,1528102949,e,1,tcp,1,192.168.100.149,42170,192.168.100.3,80,10,1592,RST,1,1528102963,750,14.022995,0.008499,0.012019,0.025496,0,0.025496,6,4,826,766,0.641803,0.356557,0.589831,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713114,0.610393,976,519,1,1,1
1650992,1650992,1528102949,e,1,tcp,1,192.168.100.149,42172,192.168.100.3,80,10,1519,RST,1,1528102963,751,14.022704,0.010743,0.015193,0.032229,0,0.032229,6,4,753,766,0.641816,0.356565,0.590805,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713129,0.610393,976,519,1,1,1
1650993,1650993,1528102949,e,1,tcp,1,192.168.100.149,42174,192.168.100.3,80,10,1733,RST,1,1528102963,752,14.022297,0.009734,0.013766,0.029203,0,0.029203,6,4,967,766,0.641835,0.356575,0.589924,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.71315,0.610393,976,519,1,1,1
1650994,1650994,1528102949,e,1,tcp,1,192.168.100.149,42176,192.168.100.3,80,10,1800,RST,1,1528102963,753,14.021827,0.009633,0.013623,0.028898,0,0.028898,6,4,1034,766,0.641856,0.356587,0.589974,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713174,0.610393,976,519,1,1,1
1650995,1650995,1528102949,e,1,tcp,1,192.168.100.149,42178,192.168.100.3,80,10,1513,RST,1,1528102963,754,14.021555,0.009596,0.013571,0.028788,0,0.028788,6,4,747,766,0.641869,0.356594,0.590008,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713188,0.610393,976,519,1,1,1
1650996,1650996,1528102942,e s,2,tcp,1,192.168.100.147,57452,192.168.100.3,80,13,3100,RST,1,1528102963,672,20.858252,0.211796,0.366841,0.847183,0,0.847183,9,4,2334,766,0.575312,0.383541,0.251695,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.623255,0.610393,976,457,1,1,1
1650997,1650997,1528102949,e,1,tcp,1,192.168.100.149,42180,192.168.100.3,80,10,1634,RST,1,1528102963,755,14.021181,0.009519,0.013462,0.028557,0,0.028557,6,4,868,766,0.641886,0.356603,0.590054,86877,162588,519,976,976,976,0.785189,0.610393,100,55,0.713207,0.610393,976,519,1,1,1
1650998,1650998,1528102942,e s,2,tcp,1,192.168.100.147,57450,192.168.100.3,80,13,3864,RST,1,1528102963,671,20.858572,0.211892,0.367008,0.847568,0,0.847568,9,4,3098,766,0.575303,0.383535,0.251688,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.623245,0.610393,976,457,1,1,1
1650999,1650999,1528102942,e s,2,tcp,1,192.168.100.147,57454,192.168.100.3,80,11,1667,RST,1,1528102963,673,20.857998,0.251805,0.436139,1.007221,0,1.007221,7,4,901,766,0.479432,0.287659,0.251616,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.527376,0.610393,976,457,1,1,1
1651000,1651000,1528102943,e,1,tcp,1,192.168.100.147,57456,192.168.100.3,80,10,1579,RST,1,1528102963,674,19.850332,3.30E-05,5.80E-05,0.000133,0,0.000133,6,4,813,766,0.453393,0.251885,0.274845,75711,162588,457,976,976,976,0.487215,0.610393,100,45,0.50377,0.610393,976,457,1,1,1
1651001,1651001,1528102949,e,1,tcp,1,192.168.100.149,42182,192.168.100.3,80,10,1643,RST,1,1528102963,756,14.020687,0.009451,0.013366,0.028354,0,0.028354,6,4,877,766,0.641909,0.356616,0.591517,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713232,0.694409,1001,930,1,1,1
1651002,1651002,1528102943,e d,3,tcp,1,192.168.100.147,57458,192.168.100.3,80,10,1550,RST,1,1528102963,675,19.849726,2.00E-06,4.00E-06,9.00E-06,0,9.00E-06,6,4,784,766,0.453407,0.251893,0.274861,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503785,0.694409,1001,71,1,1,1
1651003,1651003,1528102943,e,1,tcp,1,192.168.100.147,57460,192.168.100.3,80,10,1538,RST,1,1528102963,676,19.849373,3.60E-05,6.20E-05,0.000143,0,0.000143,6,4,772,766,0.453415,0.251897,0.27487,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503794,0.694409,1001,71,1,1,1
1651004,1651004,1528102943,e,1,tcp,1,192.168.100.147,57462,192.168.100.3,80,10,1535,RST,1,1528102963,677,19.848986,3.10E-05,5.30E-05,0.000123,0,0.000123,6,4,769,766,0.453424,0.251902,0.27488,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503804,0.694409,1001,71,1,1,1
1651005,1651005,1528102949,e,1,tcp,1,192.168.100.149,42184,192.168.100.3,80,10,1640,RST,1,1528102963,757,14.020258,0.009366,0.013246,0.028099,0,0.028099,6,4,874,766,0.641928,0.356627,0.59157,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713254,0.694409,1001,930,1,1,1
1651006,1651006,1528102943,e,1,tcp,1,192.168.100.147,57464,192.168.100.3,80,10,1725,RST,1,1528102963,678,19.848288,2.90E-05,5.10E-05,0.000117,0,0.000117,6,4,959,766,0.45344,0.251911,0.274899,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503822,0.694409,1001,71,1,1,1
1651007,1651007,1528102943,e,1,tcp,1,192.168.100.147,57466,192.168.100.3,80,10,1440,RST,1,1528102963,679,19.847967,3.10E-05,5.50E-05,0.000126,0,0.000126,6,4,674,766,0.453447,0.251915,0.274907,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.50383,0.694409,1001,71,1,1,1
1651008,1651008,1528102949,e,1,tcp,1,192.168.100.149,42186,192.168.100.3,80,10,1579,RST,1,1528102963,758,14.019896,0.009301,0.013154,0.027904,0,0.027904,6,4,813,766,0.641945,0.356636,0.591153,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713272,0.694409,1001,930,1,1,1
1651009,1651009,1528102943,e,1,tcp,1,192.168.100.147,57468,192.168.100.3,80,10,1574,RST,1,1528102963,680,19.847511,3.20E-05,5.50E-05,0.000128,0,0.000128,6,4,808,766,0.453457,0.251921,0.274919,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503842,0.694409,1001,71,1,1,1
1651010,1651010,1528102943,e s,2,tcp,1,192.168.100.147,57474,192.168.100.3,80,11,1567,RST,1,1528102963,683,19.846329,0.25484,0.441395,1.019358,0,1.019358,7,4,801,766,0.503872,0.302323,0.27495,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.554259,0.694409,1001,71,1,1,1
1651011,1651011,1528102949,e,1,tcp,1,192.168.100.149,42188,192.168.100.3,80,10,1665,RST,1,1528102963,759,14.019506,0.009217,0.013035,0.027652,0,0.027652,6,4,899,766,0.641963,0.356646,0.591204,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713292,0.694409,1001,930,1,1,1
1651012,1651012,1528102949,e,1,tcp,1,192.168.100.149,42190,192.168.100.3,80,10,1810,RST,1,1528102963,760,14.018922,0.009083,0.012845,0.027249,0,0.027249,6,4,1044,766,0.641989,0.356661,0.591275,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713322,0.694409,1001,930,1,1,1
1651013,1651013,1528102949,e,1,tcp,1,192.168.100.149,42192,192.168.100.3,80,10,1516,RST,1,1528102963,761,14.018623,0.00903,0.01277,0.027089,0,0.027089,6,4,750,766,0.642003,0.356668,0.591312,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713337,0.694409,1001,930,1,1,1
1651014,1651014,1528102949,e,1,tcp,1,192.168.100.149,42194,192.168.100.3,80,10,1528,RST,1,1528102963,762,14.018354,0.00903,0.01277,0.027089,0,0.027089,6,4,762,766,0.642015,0.356675,0.591345,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713351,0.694409,1001,930,1,1,1
1651015,1651015,1528102949,e,1,tcp,1,192.168.100.149,42196,192.168.100.3,80,10,1526,RST,1,1528102963,763,14.018106,0.009013,0.012746,0.027038,0,0.027038,6,4,760,766,0.642027,0.356682,0.591377,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713363,0.694409,1001,930,1,1,1
1651016,1651016,1528102949,e,1,tcp,1,192.168.100.149,42198,192.168.100.3,80,10,1545,RST,1,1528102963,764,14.017786,0.009074,0.012832,0.027221,0,0.027221,6,4,779,766,0.642041,0.35669,0.590949,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713379,0.694409,1001,930,1,1,1
1651017,1651017,1528102949,e,1,tcp,1,192.168.100.149,42200,192.168.100.3,80,10,1700,RST,1,1528102963,765,14.017364,0.008979,0.012698,0.026937,0,0.026937,6,4,934,766,0.642061,0.3567,0.591,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713401,0.694409,1001,930,1,1,1
1651018,1651018,1528102949,e,1,tcp,1,192.168.100.149,42202,192.168.100.3,80,10,1705,RST,1,1528102963,766,14.016906,0.010561,0.014935,0.031682,0,0.031682,6,4,939,766,0.642082,0.356712,0.590588,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713424,0.694409,1001,930,1,1,1
1651019,1651019,1528102949,e,1,tcp,1,192.168.100.149,42204,192.168.100.3,80,10,1558,RST,1,1528102963,767,14.0167,0.010555,0.014927,0.031664,0,0.031664,6,4,792,766,0.642091,0.356717,0.590613,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713435,0.694409,1001,930,1,1,1
1651020,1651020,1528102949,e,1,tcp,1,192.168.100.149,42206,192.168.100.3,80,10,1562,RST,1,1528102963,768,14.016493,0.010529,0.014891,0.031588,0,0.031588,6,4,796,766,0.642101,0.356723,0.590642,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713445,0.694409,1001,930,1,1,1
1651021,1651021,1528102949,e,1,tcp,1,192.168.100.149,42208,192.168.100.3,80,10,1581,RST,1,1528102963,769,14.01624,0.010509,0.014862,0.031528,0,0.031528,6,4,815,766,0.642112,0.356729,0.590674,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713458,0.694409,1001,930,1,1,1
1651022,1651022,1528102949,e,1,tcp,1,192.168.100.149,42210,192.168.100.3,80,10,1590,RST,1,1528102963,770,14.01592,0.010446,0.014773,0.031339,0,0.031339,6,4,824,766,0.642127,0.356737,0.590713,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713474,0.694409,1001,930,1,1,1
1651023,1651023,1528102949,e,1,tcp,1,192.168.100.149,42212,192.168.100.3,80,10,1558,RST,1,1528102963,771,14.01566,0.0104,0.014707,0.031199,0,0.031199,6,4,792,766,0.642139,0.356744,0.590747,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713488,0.694409,1001,930,1,1,1
1651024,1651024,1528102949,e,1,tcp,1,192.168.100.149,42214,192.168.100.3,80,10,1539,RST,1,1528102963,772,14.015373,0.010368,0.014663,0.031105,0,0.031105,6,4,773,766,0.642152,0.356751,0.590783,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713502,0.694409,1001,930,1,1,1
1651025,1651025,1528102949,e,1,tcp,1,192.168.100.149,42216,192.168.100.3,80,10,1896,RST,1,1528102963,773,14.01479,0.010219,0.014451,0.030656,0,0.030656,6,4,1130,766,0.642179,0.356766,0.590853,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713532,0.694409,1001,930,1,1,1
1651026,1651026,1528102949,e,1,tcp,1,192.168.100.149,42218,192.168.100.3,80,10,1597,RST,1,1528102963,774,14.014499,0.010166,0.014377,0.030499,0,0.030499,6,4,831,766,0.642192,0.356773,0.59089,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713547,0.694409,1001,930,1,1,1
1651027,1651027,1528102949,e,1,tcp,1,192.168.100.149,42220,192.168.100.3,80,10,1516,RST,1,1528102963,775,14.014272,0.010155,0.014361,0.030464,0,0.030464,6,4,750,766,0.642202,0.356779,0.590918,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713558,0.694409,1001,930,1,1,1
1651028,1651028,1528102949,e,1,tcp,1,192.168.100.149,42222,192.168.100.3,80,10,1510,RST,1,1528102963,776,14.014044,0.010125,0.014318,0.030374,0,0.030374,6,4,744,766,0.642213,0.356785,0.590952,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.71357,0.694409,1001,930,1,1,1
1651029,1651029,1528102949,e,1,tcp,1,192.168.100.149,42224,192.168.100.3,80,10,1556,RST,1,1528102963,777,14.013768,0.010082,0.014258,0.030245,0,0.030245,6,4,790,766,0.642226,0.356792,0.590987,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713584,0.694409,1001,930,1,1,1
1651030,1651030,1528102949,e,1,tcp,1,192.168.100.149,42226,192.168.100.3,80,10,1650,RST,1,1528102963,778,14.013382,0.010015,0.014163,0.030045,0,0.030045,6,4,884,766,0.642243,0.356802,0.591034,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713604,0.694409,1001,930,1,1,1
1651031,1651031,1528102949,e,1,tcp,1,192.168.100.149,42228,192.168.100.3,80,10,1522,RST,1,1528102963,779,14.013123,0.00998,0.014114,0.029941,0,0.029941,6,4,756,766,0.642255,0.356808,0.591067,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713617,0.694409,1001,930,1,1,1
1651032,1651032,1528102949,e,1,tcp,1,192.168.100.149,42230,192.168.100.3,80,10,1563,RST,1,1528102963,780,14.012848,0.009948,0.014069,0.029844,0,0.029844,6,4,797,766,0.642268,0.356815,0.591103,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713631,0.694409,1001,930,1,1,1
1651033,1651033,1528102949,e,1,tcp,1,192.168.100.149,42232,192.168.100.3,80,10,1766,RST,1,1528102963,781,14.012432,1.059226,1.49791,3.177678,0,3.177591,6,4,1000,766,0.642287,0.356826,0.276885,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713652,0.694409,1001,930,1,1,1
1651034,1651034,1528102949,e,1,tcp,1,192.168.100.149,42234,192.168.100.3,80,10,1592,RST,1,1528102963,782,14.012147,1.057901,1.496033,3.173703,0,3.173611,6,4,826,766,0.6423,0.356833,0.27679,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713666,0.694409,1001,930,1,1,1
1651035,1651035,1528102949,e,1,tcp,1,192.168.100.149,42236,192.168.100.3,80,10,1662,RST,1,1528102963,783,14.011822,0.663246,0.937896,1.989739,0,1.989632,6,4,896,766,0.642315,0.356842,0.249539,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713683,0.694409,1001,930,1,1,1
1651036,1651036,1528102949,e,1,tcp,1,192.168.100.149,42238,192.168.100.3,80,10,1432,RST,1,1528102963,784,14.011557,0.663249,0.9379,1.989746,0,1.98964,6,4,666,766,0.642327,0.356848,0.249544,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713697,0.694409,1001,930,1,1,1
1651037,1651037,1528102949,e,1,tcp,1,192.168.100.149,42240,192.168.100.3,80,10,1415,RST,1,1528102963,785,14.011356,0.663259,0.937915,1.989776,0,1.989671,6,4,649,766,0.642336,0.356853,0.249549,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713707,0.694409,1001,930,1,1,1
1651038,1651038,1528102949,e,1,tcp,1,192.168.100.149,42242,192.168.100.3,80,10,1531,RST,1,1528102963,786,14.011095,0.663267,0.937922,1.989801,0,1.989689,6,4,765,766,0.642348,0.35686,0.249555,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.71372,0.694409,1001,930,1,1,1
1651039,1651039,1528102949,e,1,tcp,1,192.168.100.149,42244,192.168.100.3,80,10,1612,RST,1,1528102963,787,14.010729,0.663277,0.937932,1.98983,0,1.989713,6,4,846,766,0.642365,0.356869,0.249563,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713739,0.694409,1001,930,1,1,1
1651040,1651040,1528102949,e,1,tcp,1,192.168.100.149,42246,192.168.100.3,80,10,1540,RST,1,1528102963,788,14.010471,0.663276,0.937945,1.989828,0,1.989731,6,4,774,766,0.642377,0.356876,0.249569,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713752,0.694409,1001,930,1,1,1
1651041,1651041,1528102949,e,1,tcp,1,192.168.100.149,42248,192.168.100.3,80,10,1489,RST,1,1528102963,789,14.010213,0.663292,0.937967,1.989876,0,1.989778,6,4,723,766,0.642389,0.356883,0.249575,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713765,0.694409,1001,930,1,1,1
1651042,1651042,1528102949,e,1,tcp,1,192.168.100.149,42250,192.168.100.3,80,10,1689,RST,1,1528102963,790,14.009816,0.661957,0.93607,1.98587,0,1.985759,6,4,923,766,0.642407,0.356893,0.2495,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713785,0.694409,1001,930,1,1,1
1651043,1651043,1528102949,e,1,tcp,1,192.168.100.149,42252,192.168.100.3,80,10,1639,RST,1,1528102963,791,14.009489,0.661967,0.936085,1.985902,0,1.985791,6,4,873,766,0.642422,0.356901,0.249507,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713802,0.694409,1001,930,1,1,1
1651044,1651044,1528102949,e,1,tcp,1,192.168.100.149,42254,192.168.100.3,80,10,1564,RST,1,1528102963,792,14.009154,0.661969,0.9361,1.985908,0,1.985815,6,4,798,766,0.642437,0.356909,0.249515,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713819,0.694409,1001,930,1,1,1
1651045,1651045,1528102949,e,1,tcp,1,192.168.100.149,42256,192.168.100.3,80,10,1465,RST,1,1528102963,793,14.008943,0.661973,0.936113,1.985919,0,1.985836,6,4,699,766,0.642447,0.356915,0.24952,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.71383,0.694409,1001,930,1,1,1
1651046,1651046,1528102949,e,1,tcp,1,192.168.100.149,42258,192.168.100.3,80,10,1521,RST,1,1528102963,794,14.008719,0.66198,0.936121,1.98594,0,1.985855,6,4,755,766,0.642457,0.356921,0.249525,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713841,0.694409,1001,930,1,1,1
1651047,1651047,1528102949,e,1,tcp,1,192.168.100.149,42260,192.168.100.3,80,10,1524,RST,1,1528102963,795,14.008449,0.661987,0.936134,1.98596,0,1.98588,6,4,758,766,0.642469,0.356927,0.249531,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713855,0.694409,1001,930,1,1,1
