Python,Java,C++,JavaScript,C#,PHP,Ruby,Swift,Go,Rust,Others,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,GPA,Coursework_Completion_Status,Academic_Achievements,Personal_Interests,Internship_Experience,Certifications_Training,Leadership_Experience,Career_Goals
6,6,1,3,5,8,1,6,8,7,2,3,2,0,2,5,5,5,1,0,2.973938266060015,Completed,Low,Reading,Yes,Yes,No,IT Sales Professional
1,2,4,7,0,6,6,8,3,2,0,9,7,1,5,9,9,6,8,4,3.9749848217628396,Completed,Medium,Traveling,Yes,No,No,Machine Learning Engineer
0,9,3,5,6,7,2,9,4,0,8,8,3,3,9,4,7,0,8,3,3.9749848217628396,Completed,High,Sports,Yes,No,Yes,Technical Support Engineer
8,0,9,2,3,5,7,6,6,9,2,0,0,7,8,8,6,6,3,1,2.1469827147826477,Completed,Medium,Reading,No,Yes,Yes,Software Tester
2,0,1,2,8,7,7,8,3,7,0,7,7,2,5,8,5,8,2,8,4.356164715027709,Completed,High,Sports,Yes,Yes,Yes,Mobile App Developer
2,4,8,2,7,8,2,0,0,9,2,9,9,4,7,0,6,9,3,3,4.356164715027709,Completed,Medium,Traveling,No,No,Yes,Embedded Systems Engineer
4,5,4,2,2,7,6,0,0,0,0,0,5,4,6,8,4,7,7,1,2.973938266060015,Completed,Low,Sports,Yes,No,No,Quality Assurance Engineer
1,7,8,0,8,7,8,3,3,0,9,8,2,8,5,6,4,3,1,5,4.356164715027709,Completed,Medium,CodingOthers,No,No,No,Cloud Architect
3,1,2,3,1,1,1,3,7,8,6,0,5,6,5,7,7,0,0,9,3.9749848217628396,Completed,Low,Traveling,Yes,No,Yes,Research Scientist
7,1,2,4,4,3,2,6,6,9,6,1,5,5,1,3,2,5,3,3,3.9749848217628396,In Progress,Medium,Sports,Yes,Yes,Yes,Embedded Systems Engineer
5,6,4,3,2,7,0,1,6,4,7,3,3,2,9,3,3,6,9,4,2.1469827147826477,In Progress,Medium,Gaming,No,No,Yes,Web Developer
4,9,3,6,5,2,3,7,3,5,8,0,8,0,6,7,6,9,6,3,2.1469827147826477,In Progress,Low,Gaming,No,Yes,Yes,Technical Writer
3,2,8,9,1,4,1,9,8,6,5,3,1,9,0,8,6,9,7,7,3.9749848217628396,Completed,Medium,Sports,Yes,No,No,Computer Systems Analyst
2,8,5,4,1,5,4,5,9,3,4,9,2,8,9,1,6,5,2,4,4.356164715027709,Completed,Low,CodingOthers,Yes,No,Yes,Computer Hardware Engineer
6,0,1,3,0,9,5,0,1,3,8,8,6,3,5,3,4,2,6,6,2.1469827147826477,Completed,Medium,Traveling,No,No,Yes,Quality Assurance Engineer
6,4,3,8,0,2,5,3,7,6,7,3,5,3,4,7,8,3,8,4,3.9749848217628396,Completed,Medium,Music,Yes,No,No,Computer Programmer
5,2,6,1,2,9,3,8,3,1,1,4,7,0,4,4,3,4,5,6,3.9749848217628396,Completed,Medium,Sports,Yes,Yes,Yes,Computer Systems Analyst
0,0,0,4,9,1,4,7,9,4,8,8,9,3,5,5,1,4,4,3,2.1469827147826477,Completed,High,Gaming,No,No,No,Game Developer
6,3,1,3,6,7,1,7,7,6,0,7,1,0,6,5,3,8,2,0,4.356164715027709,Completed,Medium,Traveling,Yes,No,No,Database Administrator
6,2,6,2,9,8,0,4,7,6,7,6,6,3,3,8,3,6,6,2,4.356164715027709,Completed,High,Traveling,Yes,No,Yes,Data Scientist
7,1,0,9,3,7,7,3,0,2,3,0,8,0,7,6,4,8,1,8,3.9749848217628396,In Progress,Medium,CodingOthers,Yes,Yes,No,Web Developer
8,6,9,1,3,7,0,6,8,8,4,2,7,8,1,6,1,2,0,1,3.9749848217628396,In Progress,Medium,Sports,No,Yes,No,DevOps Engineer
3,8,3,3,5,5,2,2,8,3,2,0,7,7,5,2,5,7,8,0,3.9749848217628396,Completed,Medium,Gaming,No,No,Yes,Back End Developer
5,4,7,2,8,8,3,5,2,7,8,0,2,8,2,2,6,1,0,6,2.973938266060015,In Progress,Medium,Sports,Yes,Yes,Yes,IT Support Specialist
2,6,8,8,2,1,2,2,8,1,1,9,2,9,1,0,4,4,5,5,4.356164715027709,Completed,Medium,Reading,No,No,No,IT Consultant
3,0,4,1,4,4,0,2,9,8,5,0,8,2,8,9,5,4,5,2,4.356164715027709,Completed,Medium,CodingOthers,Yes,Yes,No,Data Scientist
9,1,5,6,9,8,7,2,4,3,3,9,7,0,4,8,7,4,3,2,2.973938266060015,In Progress,Low,Music,Yes,No,No,Systems Analyst
3,4,1,1,9,2,4,4,9,1,8,8,2,4,9,6,8,6,9,9,2.973938266060015,In Progress,Medium,Gaming,No,Yes,No,DevOps Engineer
8,8,2,3,0,7,3,1,0,1,4,3,9,6,9,1,2,5,7,7,4.356164715027709,In Progress,Medium,Reading,No,Yes,Yes,Quality Assurance Engineer
4,4,8,3,5,4,1,8,2,2,3,9,8,0,2,5,1,8,7,8,3.9749848217628396,In Progress,Low,Sports,No,No,Yes,Quality Assurance Engineer
4,4,5,7,8,6,2,0,1,9,5,7,6,0,4,1,7,3,8,8,4.356164715027709,In Progress,Low,Reading,No,No,No,Blockchain Developer
1,6,5,3,6,2,7,8,4,4,8,2,2,3,9,4,7,9,1,6,4.356164715027709,Completed,Low,Reading,No,Yes,Yes,Front End Developer
1,0,6,2,4,0,8,5,1,8,4,7,9,7,8,5,5,0,4,5,3.9749848217628396,In Progress,Low,Gaming,No,No,No,Software Tester
8,3,7,2,3,9,9,9,9,9,0,5,2,4,7,1,5,5,2,4,2.1469827147826477,In Progress,Low,Reading,Yes,No,No,Game Developer
0,8,4,7,2,6,3,1,4,6,2,4,8,9,5,2,2,7,0,0,4.356164715027709,In Progress,Medium,CodingOthers,Yes,No,No,Web Developer
3,5,3,1,0,2,9,6,1,3,4,8,9,8,3,0,5,4,3,6,3.9749848217628396,In Progress,High,Gaming,No,Yes,No,UI/UX Designer
2,8,2,8,5,8,6,8,6,1,2,9,0,9,2,0,9,5,3,2,3.9749848217628396,In Progress,Medium,Traveling,Yes,No,Yes,Back End Developer
9,8,4,6,0,0,9,2,7,8,4,9,3,5,0,1,6,5,8,0,2.973938266060015,Completed,Medium,Traveling,No,Yes,Yes,Computer Science Teacher
0,0,0,7,4,5,1,9,1,7,1,3,5,1,1,1,4,4,5,8,4.356164715027709,Completed,Medium,Gaming,Yes,No,No,Computer Systems Analyst
6,0,9,7,8,5,2,2,5,5,6,5,1,4,1,5,2,7,1,8,3.9749848217628396,Completed,Medium,Traveling,Yes,No,Yes,Game Developer
9,9,9,7,0,1,6,5,0,2,9,5,6,3,6,8,5,6,7,6,3.9749848217628396,In Progress,Low,Sports,No,Yes,Yes,Computer and Information Research Scientist
6,2,8,0,8,0,2,9,4,7,8,3,4,3,2,9,6,4,9,7,2.1469827147826477,In Progress,Medium,Traveling,Yes,No,No,Mobile App Developer
7,3,4,3,5,1,8,3,0,6,8,1,0,0,6,2,0,9,0,8,3.9749848217628396,In Progress,Medium,CodingOthers,No,Yes,No,Data Scientist
0,1,0,3,1,0,1,9,6,4,1,1,7,1,3,3,2,2,3,2,2.973938266060015,Completed,Medium,CodingOthers,Yes,Yes,Yes,Technical Support Engineer
8,4,5,3,2,8,0,9,6,8,5,1,4,0,4,3,6,8,2,1,2.1469827147826477,In Progress,Medium,CodingOthers,No,No,Yes,Back End Developer
4,7,8,0,1,2,8,7,7,6,4,7,2,2,0,4,4,6,1,5,4.356164715027709,Completed,Low,Music,Yes,No,No,Business Intelligence Analyst
1,1,2,7,3,4,5,2,7,3,2,3,2,4,9,5,9,2,6,5,2.1469827147826477,In Progress,Medium,Music,Yes,Yes,Yes,IT Sales Professional
1,8,4,7,1,5,3,4,0,3,6,8,0,1,1,0,8,2,7,6,4.356164715027709,In Progress,Medium,CodingOthers,Yes,Yes,No,Embedded Systems Engineer
0,2,5,8,7,2,4,2,1,0,5,3,4,4,7,5,9,0,1,9,2.1469827147826477,Completed,Medium,Traveling,Yes,No,Yes,Software Developer
3,5,2,9,5,4,8,7,3,9,2,2,7,0,2,8,9,7,2,3,2.973938266060015,Completed,Medium,Reading,Yes,No,No,Technical Support Engineer
4,4,1,9,1,4,6,9,2,1,7,5,2,1,4,4,9,3,9,6,3.9749848217628396,In Progress,Low,Reading,No,Yes,Yes,IT Sales Professional
1,9,5,2,7,8,1,2,8,1,9,7,5,4,9,4,7,5,9,6,4.356164715027709,In Progress,Medium,CodingOthers,No,Yes,Yes,Back End Developer
5,0,4,2,1,8,8,3,7,0,7,0,3,3,5,3,2,5,6,4,2.973938266060015,Completed,Medium,Gaming,No,Yes,No,Web Developer
9,6,5,6,8,7,0,8,0,0,4,6,4,9,4,8,5,1,5,1,3.9749848217628396,Completed,Medium,Gaming,No,Yes,Yes,Machine Learning Engineer
3,2,5,6,2,4,4,1,1,5,6,4,1,8,9,5,0,0,6,7,4.356164715027709,Completed,Low,Sports,No,Yes,No,Digital Marketing Specialist
9,0,1,9,0,1,0,5,7,2,8,5,9,3,9,1,3,6,2,4,3.9749848217628396,In Progress,Medium,Reading,Yes,No,Yes,Computer Systems Manager
0,8,5,9,7,6,2,6,1,9,5,6,0,2,7,9,8,1,3,3,2.1469827147826477,In Progress,Medium,Gaming,No,No,No,Software Engineer
7,8,9,4,6,5,8,7,1,8,4,7,2,6,8,8,3,0,5,5,4.356164715027709,In Progress,Low,Gaming,No,No,Yes,Cybersecurity Analyst
9,2,6,6,7,4,3,7,8,5,2,9,4,6,1,4,6,2,4,5,2.1469827147826477,In Progress,High,Music,No,Yes,Yes,Technical Support Engineer
6,6,0,0,1,5,4,1,4,4,4,6,0,3,7,8,5,6,0,9,3.9749848217628396,In Progress,Medium,Gaming,Yes,Yes,No,Computer and Information Systems Manager
7,5,2,7,8,7,5,6,8,7,3,0,8,3,6,8,9,2,2,1,2.973938266060015,Completed,Medium,CodingOthers,Yes,Yes,Yes,Computer Programmer
3,7,7,2,6,3,0,0,4,8,2,2,5,6,6,9,3,2,4,1,4.356164715027709,In Progress,Medium,CodingOthers,Yes,No,Yes,IT Support Specialist
0,8,6,6,3,2,6,3,8,2,9,7,8,6,1,6,1,3,4,0,3.9749848217628396,Completed,Medium,Reading,Yes,Yes,Yes,Web Developer
6,4,9,6,3,7,0,9,3,1,7,2,8,4,6,9,4,2,9,6,3.9749848217628396,Completed,High,Sports,Yes,Yes,Yes,Software Developer
2,5,2,3,7,5,9,6,8,0,9,8,2,6,0,6,4,5,1,3,4.356164715027709,In Progress,Medium,Sports,No,No,No,Database Administrator
6,9,1,5,6,5,9,7,8,5,2,6,8,4,7,7,5,0,3,2,4.356164715027709,Completed,Low,Traveling,Yes,No,Yes,Technical Support Engineer
4,1,2,9,8,2,3,5,6,2,7,2,0,4,9,2,0,0,1,9,3.9749848217628396,Completed,High,Sports,Yes,No,Yes,Mobile App Developer
2,8,0,8,8,6,7,3,0,0,4,9,7,8,0,0,7,4,6,4,3.9749848217628396,In Progress,Low,Traveling,Yes,Yes,Yes,Full Stack Developer
4,0,3,1,5,1,9,2,3,5,2,1,5,9,9,5,7,1,2,6,3.9749848217628396,In Progress,High,Gaming,Yes,Yes,Yes,Computer Systems Analyst
0,8,5,9,8,4,4,8,1,5,2,4,4,9,1,5,7,5,2,4,2.973938266060015,Completed,Low,Sports,No,Yes,Yes,Systems Analyst
2,4,5,6,8,5,2,9,3,9,1,9,4,2,8,3,9,9,8,3,4.356164715027709,In Progress,Low,Sports,No,Yes,Yes,Computer Systems Analyst
6,8,9,5,8,1,2,8,4,7,1,2,5,9,6,6,8,7,2,0,4.356164715027709,Completed,Medium,Traveling,No,Yes,Yes,IT Consultant
6,5,7,1,0,4,1,9,8,9,7,0,7,4,1,7,1,6,2,8,3.9749848217628396,Completed,Low,Music,Yes,Yes,Yes,Technical Writer
8,8,3,4,9,6,0,2,5,0,7,7,4,6,1,2,0,2,8,6,3.9749848217628396,Completed,High,Sports,No,No,No,Front End Developer
4,6,3,5,7,9,7,5,9,2,4,7,2,5,0,9,0,0,9,6,3.9749848217628396,In Progress,Medium,CodingOthers,No,No,No,DevOps Engineer
8,5,1,8,9,3,3,0,1,8,8,9,6,2,3,8,7,1,7,7,3.9749848217628396,In Progress,Medium,Sports,No,No,No,Web Developer
2,8,4,7,5,2,3,4,4,7,4,3,6,4,3,2,6,4,4,6,4.356164715027709,In Progress,High,Reading,Yes,Yes,Yes,Computer Science Teacher
4,3,8,1,8,9,0,4,5,4,8,0,2,3,0,8,8,4,7,3,2.973938266060015,Completed,Medium,Reading,Yes,Yes,Yes,Software Developer
8,1,6,0,7,0,6,6,9,7,6,7,7,6,9,8,1,1,6,1,4.356164715027709,Completed,Medium,Gaming,Yes,No,Yes,Systems Analyst
3,9,7,4,9,6,6,3,2,0,3,8,7,0,3,0,2,3,7,7,2.1469827147826477,Completed,High,Music,Yes,Yes,Yes,Technical Support Engineer
9,3,0,0,9,9,3,0,3,5,7,8,1,7,3,3,9,6,2,3,2.1469827147826477,Completed,High,CodingOthers,Yes,Yes,Yes,Artificial Intelligence Engineer
4,1,9,3,8,9,2,2,2,3,4,0,9,3,0,3,0,8,0,2,2.1469827147826477,In Progress,Medium,Traveling,No,No,No,Software Engineer
5,5,8,3,4,6,8,4,6,7,4,7,8,2,3,6,8,0,6,7,2.973938266060015,Completed,Medium,CodingOthers,Yes,Yes,No,Blockchain Developer
9,5,9,4,2,6,4,7,5,0,3,1,1,0,4,9,7,1,5,7,4.356164715027709,In Progress,Medium,CodingOthers,No,Yes,Yes,Computer Science Teacher
8,6,6,0,7,4,3,2,3,8,1,2,4,8,6,3,2,7,1,4,2.973938266060015,In Progress,Medium,Sports,No,Yes,No,Digital Marketing Specialist
4,2,0,7,0,0,2,8,7,7,5,4,6,2,0,7,4,9,7,8,2.1469827147826477,Completed,Medium,Music,Yes,Yes,No,Blockchain Developer
9,4,4,2,9,9,2,4,3,6,0,3,9,8,5,6,9,1,8,5,2.1469827147826477,In Progress,Medium,Music,No,No,No,UI/UX Designer
4,8,8,8,0,2,3,0,2,1,7,0,3,8,4,6,1,0,4,4,2.973938266060015,In Progress,High,Sports,Yes,Yes,Yes,Quality Assurance Engineer
3,3,8,5,1,3,3,2,5,4,8,8,0,0,6,2,9,7,4,7,3.9749848217628396,In Progress,Medium,Gaming,Yes,Yes,No,Blockchain Developer
3,3,5,3,1,5,5,2,1,8,6,8,8,2,2,9,8,1,6,8,4.356164715027709,In Progress,Medium,Music,Yes,No,No,Technical Writer
5,5,3,7,4,6,8,5,5,5,8,1,5,3,0,0,3,6,9,1,4.356164715027709,In Progress,Medium,Sports,Yes,No,Yes,UI/UX Designer
3,7,5,3,0,3,9,5,4,6,6,0,1,7,4,7,0,2,9,6,2.973938266060015,Completed,Medium,Reading,No,No,No,DevOps Engineer
2,1,0,8,2,4,8,7,2,9,0,5,8,9,1,4,5,2,2,5,2.973938266060015,In Progress,Medium,Gaming,No,No,Yes,Computer Hardware Engineer
4,7,6,1,5,5,0,9,1,2,8,4,9,8,6,5,5,2,4,0,3.9749848217628396,Completed,Medium,Music,No,No,No,Machine Learning Engineer
5,1,0,1,6,2,7,6,3,5,8,3,0,3,0,9,9,1,7,1,3.9749848217628396,In Progress,High,Sports,Yes,Yes,No,Database Administrator
7,6,8,6,0,9,4,2,6,4,5,8,2,7,1,4,0,3,3,8,2.973938266060015,Completed,High,Gaming,No,No,No,Network Administrator
3,4,7,2,8,5,9,5,7,0,2,8,2,0,1,5,8,8,3,8,3.9749848217628396,Completed,Medium,Sports,Yes,Yes,No,Computer Programmer
3,4,9,5,5,9,9,2,9,3,0,6,9,7,4,4,1,3,3,2,4.356164715027709,In Progress,Medium,Music,No,No,Yes,Front End Developer
5,5,6,7,7,4,3,3,7,4,3,7,8,3,4,5,9,0,5,1,4.356164715027709,Completed,High,CodingOthers,No,Yes,No,Computer Programmer
8,5,4,5,6,1,0,4,0,1,5,2,1,4,3,7,4,8,5,7,2.973938266060015,In Progress,Medium,Sports,No,No,Yes,Software Engineer
4,6,6,5,0,4,8,1,3,2,2,9,4,5,6,0,6,3,3,0,4.356164715027709,Completed,Medium,Reading,Yes,No,Yes,Web Developer
7,0,7,2,8,9,7,2,7,7,9,9,8,2,5,4,4,7,6,1,2.973938266060015,In Progress,Low,Reading,No,No,No,IT Consultant
4,2,0,4,7,0,4,7,7,3,1,1,1,3,0,2,6,6,9,8,2.973938266060015,Completed,Medium,Gaming,No,Yes,Yes,Data Scientist
2,2,3,8,1,7,2,3,2,1,7,5,2,1,2,6,0,7,4,3,3.9749848217628396,Completed,Low,Music,Yes,No,No,Technical Support Engineer
3,1,0,1,6,0,6,2,1,3,9,4,7,2,8,8,1,9,7,0,2.1469827147826477,In Progress,High,Sports,No,No,Yes,Software Engineer
2,4,5,4,9,5,4,2,7,4,2,1,1,9,6,8,5,8,7,0,4.356164715027709,In Progress,Medium,Sports,No,Yes,Yes,Computer and Information Systems Manager
1,7,8,9,1,4,7,7,9,2,0,4,3,2,6,9,5,2,4,6,2.973938266060015,Completed,Medium,Music,No,Yes,Yes,Cloud Architect
9,9,7,6,4,2,7,8,5,3,4,5,0,8,9,6,2,2,3,3,2.973938266060015,Completed,High,CodingOthers,Yes,No,Yes,Research Scientist
6,6,5,6,8,3,1,3,4,4,2,4,2,4,5,5,3,9,2,2,3.9749848217628396,Completed,Medium,Reading,No,Yes,No,Software Tester
0,9,1,5,2,5,0,1,6,4,3,6,5,6,6,3,2,3,8,8,2.973938266060015,Completed,Medium,Traveling,No,No,Yes,Computer Network Architect
1,5,4,1,3,9,9,0,6,1,1,0,0,5,8,0,8,9,7,0,3.9749848217628396,In Progress,Low,Traveling,No,No,No,IT Consultant
3,4,2,4,5,5,7,4,8,5,9,5,8,4,1,9,7,5,4,6,2.1469827147826477,In Progress,Low,CodingOthers,No,No,No,Mobile App Developer
9,9,2,3,9,1,8,6,2,8,7,9,6,4,7,9,8,8,6,2,3.9749848217628396,In Progress,Medium,Traveling,Yes,Yes,Yes,Computer Hardware Engineer
4,4,6,2,4,5,2,3,8,7,8,2,3,1,7,0,7,4,1,5,3.9749848217628396,In Progress,High,Traveling,No,No,No,Data Scientist
6,5,8,1,7,3,7,5,1,5,2,5,6,3,9,4,3,6,6,5,3.9749848217628396,Completed,Low,CodingOthers,No,Yes,No,Network Administrator
2,4,8,0,2,8,8,4,4,2,1,1,1,9,0,0,1,0,3,6,2.973938266060015,Completed,Medium,Traveling,Yes,Yes,No,Computer Network Architect
1,5,9,0,8,7,1,8,3,2,9,7,7,1,7,5,7,6,3,1,2.1469827147826477,In Progress,Medium,Reading,Yes,Yes,No,Front End Developer
3,8,8,1,0,5,7,2,8,9,6,3,5,4,0,8,9,0,3,8,2.1469827147826477,In Progress,High,Reading,No,No,Yes,Database Administrator
7,7,9,6,8,2,4,1,9,8,6,7,7,3,2,8,3,7,4,8,3.9749848217628396,Completed,High,Gaming,No,No,No,DevOps Engineer
4,5,2,3,7,5,1,1,1,0,6,0,4,2,5,9,1,0,4,2,2.1469827147826477,Completed,Low,CodingOthers,No,No,No,Artificial Intelligence Engineer
2,8,4,2,5,0,9,5,1,0,4,9,1,1,8,9,5,5,7,4,4.356164715027709,In Progress,Medium,Sports,No,No,Yes,Technical Support Engineer
2,2,2,5,9,4,7,8,5,5,5,7,8,8,4,1,8,0,4,5,2.1469827147826477,Completed,Low,Sports,No,No,Yes,Embedded Systems Engineer
4,8,1,2,4,5,8,6,3,3,4,6,7,8,1,1,6,7,3,2,2.1469827147826477,Completed,Medium,Music,No,Yes,Yes,Technical Support Engineer
2,0,6,1,1,6,3,6,2,7,2,1,8,0,6,5,4,2,1,3,4.356164715027709,Completed,High,Reading,Yes,Yes,No,Technical Writer
7,9,0,1,3,0,6,9,6,0,5,2,5,6,1,5,5,1,2,5,3.9749848217628396,Completed,Medium,Traveling,Yes,Yes,No,Data Scientist
2,9,1,9,6,9,7,8,7,5,8,0,6,3,9,5,1,3,2,0,3.9749848217628396,In Progress,Medium,Gaming,No,Yes,Yes,IT Sales Professional
8,2,2,9,2,5,5,5,0,7,3,1,7,2,7,3,3,1,9,9,3.9749848217628396,Completed,Medium,Reading,No,Yes,Yes,Machine Learning Engineer
9,0,7,9,5,1,4,4,6,4,7,6,9,5,5,5,0,7,8,6,2.1469827147826477,In Progress,Medium,Gaming,No,No,Yes,IT Sales Professional
2,8,0,8,0,5,1,8,6,2,4,1,5,8,9,4,6,1,2,9,2.1469827147826477,In Progress,Medium,Reading,Yes,Yes,Yes,Computer Systems Analyst
4,8,2,6,5,5,6,1,7,0,9,4,1,4,0,6,5,6,7,0,2.973938266060015,In Progress,Medium,Gaming,Yes,Yes,No,Computer Programmer
6,3,3,1,0,5,0,0,6,8,4,9,1,3,6,7,3,8,3,8,4.356164715027709,In Progress,Medium,CodingOthers,No,No,Yes,Digital Marketing Specialist
4,4,9,4,9,7,8,8,9,3,9,5,4,8,0,5,2,5,5,8,3.9749848217628396,Completed,Medium,Gaming,Yes,No,Yes,Cybersecurity Analyst
7,0,8,3,2,9,5,4,7,6,9,2,6,8,8,2,7,5,7,8,2.1469827147826477,Completed,High,Music,No,No,No,Machine Learning Engineer
3,8,4,9,6,2,3,6,0,9,6,0,1,7,5,9,9,7,5,7,3.9749848217628396,Completed,High,Sports,Yes,Yes,Yes,UI/UX Designer
9,1,6,7,8,8,2,2,7,4,1,9,0,5,3,3,1,1,0,3,2.973938266060015,In Progress,Medium,Reading,Yes,Yes,Yes,Artificial Intelligence Engineer
8,6,4,5,7,2,0,8,1,2,2,4,2,5,6,9,6,2,8,5,3.9749848217628396,In Progress,Medium,Sports,No,Yes,No,Computer Science Teacher
2,9,4,5,1,4,8,3,1,6,0,6,6,6,6,1,4,6,3,7,2.973938266060015,In Progress,Medium,Traveling,No,No,Yes,Game Developer
2,6,9,1,3,1,9,0,1,4,0,0,9,4,1,4,2,3,6,9,2.973938266060015,In Progress,Medium,Gaming,Yes,No,No,Business Intelligence Analyst
3,5,5,1,5,5,5,7,3,9,4,2,7,9,8,9,7,4,1,0,3.9749848217628396,Completed,High,Gaming,No,Yes,No,Research Scientist
6,9,9,0,1,2,4,0,4,6,1,4,5,2,2,6,1,4,2,7,3.9749848217628396,In Progress,Medium,CodingOthers,No,No,No,Software Engineer
4,8,8,4,9,6,6,3,2,4,4,3,5,3,4,7,3,0,3,4,3.9749848217628396,In Progress,Low,Gaming,No,No,No,Computer Programmer
7,6,7,4,5,0,9,0,2,9,5,0,6,2,1,6,3,8,1,6,3.9749848217628396,Completed,Medium,CodingOthers,No,Yes,No,Research Scientist
5,6,3,4,9,6,4,8,7,8,8,4,6,1,1,5,4,1,6,4,2.1469827147826477,Completed,Medium,Music,Yes,No,No,Data Scientist
1,0,2,8,5,1,5,8,3,7,6,3,7,0,1,5,4,2,5,3,3.9749848217628396,Completed,High,Gaming,Yes,No,No,Software Engineer
2,2,7,1,4,5,5,4,9,9,2,5,1,9,9,1,8,8,7,8,3.9749848217628396,In Progress,Medium,Traveling,No,Yes,No,Cloud Architect
6,9,7,6,3,8,6,6,7,9,7,4,7,9,8,2,5,1,4,0,4.356164715027709,In Progress,Medium,Gaming,Yes,No,No,Front End Developer
7,1,5,6,3,8,7,9,6,0,1,4,2,9,6,1,0,5,1,6,2.1469827147826477,Completed,High,Gaming,No,No,No,Blockchain Developer
6,7,0,9,5,1,4,1,7,5,6,4,0,8,4,4,8,8,2,0,2.1469827147826477,Completed,Low,Traveling,Yes,Yes,Yes,Data Scientist
5,4,0,0,5,1,9,2,8,9,5,4,7,1,1,0,5,3,5,4,4.356164715027709,In Progress,Medium,Music,Yes,No,Yes,UI/UX Designer
1,4,8,2,7,3,1,4,3,8,4,9,7,5,3,7,6,0,8,8,2.1469827147826477,In Progress,Medium,Sports,No,Yes,No,Embedded Systems Engineer
2,5,6,9,8,6,1,7,7,1,3,1,1,3,0,6,7,1,9,4,2.1469827147826477,Completed,Medium,Music,No,Yes,No,Cloud Architect
3,1,6,0,1,3,5,5,9,3,1,3,7,9,8,1,5,9,5,7,2.973938266060015,In Progress,Medium,Traveling,Yes,Yes,Yes,Artificial Intelligence Engineer
4,7,0,9,3,2,4,8,6,8,3,5,5,3,2,2,7,6,3,1,3.9749848217628396,Completed,High,Traveling,Yes,No,No,Artificial Intelligence Engineer
4,9,6,9,9,1,8,6,8,7,3,9,5,7,7,9,9,0,2,9,2.1469827147826477,In Progress,Low,Sports,No,No,No,Software Tester
0,1,2,4,9,8,8,7,3,2,0,5,4,7,5,3,0,5,7,3,3.9749848217628396,In Progress,Medium,Traveling,Yes,No,Yes,Database Administrator
9,5,5,8,0,2,1,7,4,3,8,3,8,4,2,4,5,1,9,4,4.356164715027709,In Progress,Medium,CodingOthers,Yes,Yes,No,Data Scientist
9,4,8,8,4,2,6,2,9,3,8,2,3,3,0,4,3,2,8,5,4.356164715027709,Completed,Medium,Traveling,No,Yes,No,IT Project Manager
9,7,3,3,9,4,0,3,7,0,0,4,1,3,1,5,6,7,1,4,4.356164715027709,Completed,Medium,Reading,Yes,No,Yes,Database Administrator
0,9,5,2,9,2,5,2,1,0,9,1,3,4,5,0,0,3,3,7,2.1469827147826477,Completed,Medium,Music,No,Yes,Yes,Database Administrator
2,8,9,9,0,5,0,1,8,9,1,5,8,2,4,0,9,2,4,6,4.356164715027709,Completed,High,CodingOthers,No,No,No,Network Administrator
5,3,4,5,2,4,1,4,7,2,8,0,2,3,0,3,1,1,4,6,4.356164715027709,Completed,Low,Traveling,Yes,No,Yes,Computer Systems Manager
4,5,5,0,4,1,4,5,2,2,6,7,7,5,1,3,3,7,7,8,2.973938266060015,In Progress,Medium,Gaming,No,Yes,Yes,Software Engineer
5,5,5,3,4,7,9,9,7,4,7,2,8,4,8,9,6,3,2,3,2.1469827147826477,In Progress,Medium,Traveling,Yes,Yes,Yes,Game Developer
5,2,6,6,6,9,2,2,0,1,7,8,0,3,2,5,5,4,2,7,3.9749848217628396,Completed,Medium,Sports,Yes,No,Yes,DevOps Engineer
4,6,9,4,0,8,5,2,7,8,5,4,0,3,3,0,6,5,8,7,3.9749848217628396,In Progress,Low,Sports,Yes,Yes,Yes,Game Developer
0,9,4,5,9,6,6,7,1,9,5,4,6,9,1,3,7,0,5,6,4.356164715027709,Completed,Low,Music,Yes,Yes,No,Software Engineer
7,2,1,2,7,7,9,4,0,8,2,7,8,9,0,5,8,5,2,7,2.973938266060015,Completed,Medium,CodingOthers,No,No,No,Computer Hardware Engineer
6,7,6,5,9,2,8,5,7,6,5,8,4,0,8,5,9,5,3,5,3.9749848217628396,Completed,Medium,Music,Yes,No,No,Computer Network Architect
6,1,9,1,5,8,1,2,0,4,4,6,2,7,8,5,1,3,1,4,2.1469827147826477,In Progress,High,CodingOthers,Yes,Yes,No,Database Administrator
9,4,5,3,7,2,6,0,5,9,0,3,7,0,2,1,5,0,2,5,2.973938266060015,In Progress,Medium,Reading,Yes,Yes,No,Computer Science Teacher
5,3,1,6,9,0,4,4,9,9,0,1,2,5,1,0,2,9,1,8,3.9749848217628396,Completed,Medium,Reading,Yes,No,Yes,Cybersecurity Analyst
7,0,2,4,9,0,5,2,9,6,7,6,9,7,5,8,1,8,9,5,4.356164715027709,Completed,High,Traveling,No,No,No,Machine Learning Engineer
7,6,4,0,0,0,9,8,1,8,3,4,5,5,6,8,8,1,4,5,4.356164715027709,In Progress,Low,Music,No,Yes,No,Network Administrator
3,1,5,8,2,8,6,6,4,5,0,3,6,7,0,6,5,7,3,3,2.973938266060015,Completed,Medium,CodingOthers,No,No,Yes,Computer and Information Research Scientist
